Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
2/28/2017,61639,10025,NY,New York,New York,New York,0,1156500,-0.007296137,-0.012382579,0.119771495,0.092084359,,2016-12,2016-Q4,1177400,-0.017750977,2016-11
2/28/2017,84654,60657,IL,Chicago,Cook,Chicago,1,320500,0.000936914,0.006911719,0.023307791,0.04057549,0.000594765,2007-09,2007-Q3,324600,-0.01263093,2007-05
2/28/2017,84616,60614,IL,Chicago,Cook,Chicago,2,417700,0.001438504,0.008693552,0.048443775,0.052506755,0.007845536,2016-12,2016-Q4,417800,-0.000239349,2016-12
2/28/2017,93144,79936,TX,El Paso,El Paso,El Paso,3,115100,0.001740644,0.008764242,0.035071942,0.007462189,-0.010566671,2007-12,2007-Q4,131100,-0.122044241,2006-09
2/28/2017,61616,10002,NY,New York,New York,New York,4,848000,0.004144464,0.010847538,0.144862967,0.101275134,0.038626413,2017-02,2017-Q1,848000,0,2017-02
2/28/2017,84640,60640,IL,Chicago,Cook,Chicago,5,203900,0.005920079,0.020010005,0.039245668,0.044642413,-0.015262362,2007-02,2007-Q1,237800,-0.14255677,2003-05
2/28/2017,91733,77084,TX,Houston,Harris,Houston,6,154700,-0.012132822,-0.034934498,0.031333333,0.07273509,0.019046774,2016-08,2016-Q3,161600,-0.04269802,2016-06
2/28/2017,97564,94109,CA,San Francisco,San Francisco,San Francisco,7,1117300,-0.001429976,0.004946933,-0.03230556,0.108155446,0.034099438,2016-02,2016-Q1,1154600,-0.03230556,2015-11
2/28/2017,90668,75070,TX,Dallas-Fort Worth,Collin,McKinney,8,306200,0.00327654,0.010894685,0.081978799,0.095120188,0.042474359,2017-02,2017-Q1,306200,0,2017-02
2/28/2017,62037,11226,NY,New York,Kings,New York,9,612100,-0.000489876,0.011067063,0.141977612,0.115175645,0.038308236,2017-01,2017-Q1,612400,-0.000489876,2017-01
2/28/2017,91940,77449,TX,Houston,Harris,Cypress,10,156500,-0.013862634,-0.036923077,0.031641397,0.080225793,0.015642707,2016-11,2016-Q4,162500,-0.036923077,2016-06
2/28/2017,61630,10016,NY,New York,New York,New York,11,979400,0.008650875,0.016607847,0.110556752,0.078567962,0.033758312,2017-02,2017-Q1,979400,0,2017-02
2/28/2017,71831,32162,FL,The Villages,Sumter,The Villages,12,248400,0.00120919,0.001612903,0.004854369,0.048739875,-0.001912104,2007-01,2007-Q1,253800,-0.021276596,2006-10
2/28/2017,84646,60647,IL,Chicago,Cook,Chicago,13,330500,0.005476118,0.021638331,0.092561983,0.084012971,0.007337555,2017-02,2017-Q1,330500,0,2017-02
2/28/2017,74242,37211,TN,Nashville,Davidson,Nashville,14,217300,0.006018519,0.030834915,0.140682415,0.107362578,0.039858483,2017-02,2017-Q1,217300,0,2017-02
2/28/2017,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,15,565000,0.005159224,0.023180007,0.108495193,0.100138358,,2017-02,2017-Q1,565000,0,2017-02
2/28/2017,74101,37013,TN,Nashville,Davidson,Nashville,16,178000,0.003948111,0.021814007,0.1125,0.077070986,0.018353617,2017-02,2017-Q1,178000,0,2017-02
2/28/2017,84620,60618,IL,Chicago,Cook,Chicago,17,334900,0.002394493,0.020103564,0.060481317,0.066960156,-0.00471277,2007-02,2007-Q1,351100,-0.046140701,2006-01
2/28/2017,61703,10128,NY,New York,New York,New York,18,1177500,0.020187143,0.065032562,0.229123173,0.073875789,0.033517909,2017-02,2017-Q1,1177500,0,2017-02
2/28/2017,61625,10011,NY,New York,New York,New York,19,1500100,0.017914094,0.053737005,0.230296072,,,2017-02,2017-Q1,1500100,0,2017-02
2/28/2017,69816,28269,NC,Charlotte,Mecklenburg,Charlotte,20,173800,0.004624277,0.017564403,0.065603924,0.057043353,0.009896626,2017-02,2017-Q1,173800,0,2017-02
2/28/2017,71067,30349,GA,Atlanta,Clayton,Riverdale,21,115200,0.017667845,0.074626866,0.17791411,0.137845007,-0.019378447,2006-04,2006-Q2,142300,-0.190442727,2001-06
2/28/2017,93123,79912,TX,El Paso,El Paso,El Paso,22,170200,0.002946376,0.00472255,0.014302741,0.004284851,-0.00926326,2007-12,2007-Q4,189700,-0.102793885,2006-06
2/28/2017,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,23,1288900,0.006559938,0.015361588,0.051562373,0.111339746,0.023054385,2017-02,2017-Q1,1288900,0,2017-02
2/28/2017,97771,94565,CA,San Francisco,Contra Costa,Pittsburg,24,377700,0.009353287,0.027475517,0.115146147,0.184038143,-0.017906492,2006-08,2006-Q3,468000,-0.192948718,2004-11
2/28/2017,61617,10003,NY,New York,New York,New York,25,1219200,0.009104453,0.038500852,0.11505396,0.08359331,0.038031658,2017-02,2017-Q1,1219200,0,2017-02
2/28/2017,61802,10462,NY,New York,Bronx,New York,26,123100,0.009844135,0.011503698,0.199805068,0.05542175,,2009-03,2009-Q1,131300,-0.062452399,
2/28/2017,61796,10456,NY,New York,Bronx,New York,27,328500,0.005201958,0.00921659,0.10680593,0.036796649,,2017-02,2017-Q1,328500,0,2017-02
2/28/2017,84615,60613,IL,Chicago,Cook,Chicago,28,203700,0.005429418,0.02361809,0.024647887,0.038056196,-0.01564837,2007-09,2007-Q3,241500,-0.156521739,2002-02
2/28/2017,66133,20009,DC,Washington,District of Columbia,Washington,29,558900,0.010669078,0.0249404,0.068438157,0.051112613,0.024627891,2017-02,2017-Q1,558900,0,2017-02
2/28/2017,66126,20002,DC,Washington,District of Columbia,Washington,30,603000,0.009542943,0.0237691,0.035193133,0.101365653,,2017-02,2017-Q1,603000,0,2017-02
2/28/2017,66843,21234,MD,Baltimore,Baltimore,Parkville,31,203200,0.001972387,0.013466334,0.014985015,0.024884973,-0.009653979,2007-07,2007-Q3,225800,-0.100088574,2005-12
2/28/2017,86026,63376,MO,St. Louis,Saint Charles,Saint Peters,32,189700,0.01119403,0.029300054,0.086483391,0.046412955,0.001810196,2017-02,2017-Q1,189700,0,2017-02
2/28/2017,91685,77036,TX,Houston,Harris,Houston,33,102200,-0.026666667,-0.052826691,-0.02851711,0.067570788,0.018240077,2016-08,2016-Q3,117800,-0.132427844,2015-08
2/28/2017,70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,34,165700,0.003026634,0.013455657,0.083006536,0.129837538,0.001092841,2017-02,2017-Q1,165700,0,2017-02
2/28/2017,61803,10463,NY,New York,Bronx,New York,35,473000,0.004033114,0.019396552,0.20971867,0.018866045,-0.000379755,2008-11,2008-Q4,560700,-0.156411628,2008-04
2/28/2017,84630,60629,IL,Chicago,Cook,Chicago,36,160400,0.005012531,0.019707565,0.113115892,0.064768882,-0.036441381,2006-08,2006-Q3,233300,-0.31247321,2003-05
2/28/2017,84627,60625,IL,Chicago,Cook,Chicago,37,263600,0.006875477,0.02210159,0.067206478,0.052289914,-0.013212896,2007-10,2007-Q4,309800,-0.14912847,2004-08
2/28/2017,62017,11206,NY,New York,Kings,New York,38,568800,0.010660981,0.020635205,0.01972033,0.057395964,0.04948835,2017-02,2017-Q1,568800,0,2017-02
2/28/2017,62040,11230,NY,New York,Kings,New York,39,824700,0.006099793,0.024981357,0.0996,0.096246772,0.029323384,2017-02,2017-Q1,824700,0,2017-02
2/28/2017,62020,11209,NY,New York,Kings,New York,40,670900,-0.006515623,0.004190989,0.160124503,0.067266314,0.02304654,2016-12,2016-Q4,677200,-0.009303012,2016-12
2/28/2017,62012,11201,NY,New York,Kings,New York,41,956700,0.005359395,0.017657696,0.033041788,0.098868542,,2017-02,2017-Q1,956700,0,2017-02
2/28/2017,92551,78613,TX,Austin,Williamson,Cedar Park,42,265700,0.004157218,0.015672783,0.080081301,0.076722468,0.034868068,2017-02,2017-Q1,265700,0,2017-02
2/28/2017,62023,11212,NY,New York,Kings,New York,43,376700,0.007488633,0.02587146,0.16625387,0.065967993,0.000907084,2017-02,2017-Q1,376700,0,2017-02
2/28/2017,74126,37042,TN,Clarksville,Montgomery,Clarksville,44,124600,-0.0032,0,0.003220612,0.010601906,0.018530242,2015-12,2015-Q4,125300,-0.005586592,2015-11
2/28/2017,90823,75287,TX,Dallas-Fort Worth,Dallas,Dallas,45,314200,0.005118362,0.012242268,0.10594861,0.082276188,0.035485564,2017-02,2017-Q1,314200,0,2017-02
2/28/2017,61638,10024,NY,New York,New York,New York,46,1547800,0.017218717,0.041798479,0.282352941,0.084128777,,2017-02,2017-Q1,1547800,0,2017-02
2/28/2017,94748,85032,AZ,Phoenix,Maricopa,Phoenix,47,234800,0.002990175,0.01250539,0.07805326,0.132931078,-0.007476965,2006-04,2006-Q2,259400,-0.094834233,2005-09
2/28/2017,92271,78130,TX,San Antonio,Comal,New Braunfels,48,195800,0.003587904,0.020323085,0.104342922,0.061766589,0.030776335,2017-02,2017-Q1,195800,0,2017-02
2/28/2017,62025,11214,NY,New York,Kings,New York,49,625100,0.005468876,0.025426509,0.106959447,0.065771282,0.028972217,2017-02,2017-Q1,625100,0,2017-02
2/28/2017,92481,78521,TX,Brownsville,Cameron,Brownsville,50,68400,0.002932551,0.022421525,0.053929122,0.014658265,0.015931264,2017-02,2017-Q1,68400,0,2017-02
2/28/2017,70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,51,206500,0.00486618,0.014243615,0.073284823,0.08985522,0.005437596,2017-02,2017-Q1,206500,0,2017-02
2/28/2017,70874,30096,GA,Atlanta,Gwinnett,Duluth,52,195600,0.003591585,0.009808983,0.072956665,0.100820975,0.006296517,2017-02,2017-Q1,195600,0,2017-02
2/28/2017,67732,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,53,251500,-0.000794597,0.001194268,0.044435216,0.023155736,-0.005439992,2007-03,2007-Q1,266300,-0.055576418,2005-11
2/28/2017,97711,94501,CA,San Francisco,Alameda,Alameda,54,905200,0.004215665,0.009929711,0.056859311,0.12653894,0.030652763,2017-02,2017-Q1,905200,0,2017-02
2/28/2017,84621,60619,IL,Chicago,Cook,Chicago,55,144600,-0.002070393,0.013314646,0.124416796,0.029724796,-0.017373886,2007-09,2007-Q3,176300,-0.179807147,2005-02
2/28/2017,89925,73099,OK,Oklahoma City,Canadian,Yukon,56,156300,-0.005725191,-0.014501892,-0.000639386,0.027159986,,2016-11,2016-Q4,158600,-0.014501892,2015-09
2/28/2017,97565,94110,CA,San Francisco,San Francisco,San Francisco,57,1306100,0.000612886,0.025276709,0.057142857,0.133897134,0.054632433,2017-02,2017-Q1,1306100,0,2017-02
2/28/2017,69823,28277,NC,Charlotte,Mecklenburg,Charlotte,58,325700,0.004007398,0.014325755,0.059876342,0.065738217,0.017546573,2017-02,2017-Q1,325700,0,2017-02
2/28/2017,90795,75243,TX,Dallas-Fort Worth,Dallas,Dallas,59,183200,0.008810573,0.020612813,0.193485342,0.107203959,0.038469111,2017-02,2017-Q1,183200,0,2017-02
2/28/2017,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,60,1023800,0.005598664,0.018605114,0.118296013,0.105230047,0.029784373,2017-02,2017-Q1,1023800,0,2017-02
2/28/2017,72463,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,61,349600,-0.003704759,-0.0182533,0.010989011,0.101091816,-0.00525127,2006-08,2006-Q3,401900,-0.130131874,2005-09
2/28/2017,72442,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,62,376900,-0.000265252,0.003194038,0.067705382,0.096947089,0.001390248,2017-01,2017-Q1,377000,-0.000265252,2017-01
2/28/2017,77007,44107,OH,Cleveland,Cuyahoga,Lakewood,63,150000,0.007387508,0.038062284,0.116902457,0.064965228,0.014101364,2017-02,2017-Q1,150000,0,2017-02
2/28/2017,91889,77379,TX,Houston,Harris,Tomball,64,215200,-0.009664059,-0.030193781,-0.077582512,0.043059243,0.017065058,2016-03,2016-Q1,233300,-0.077582512,2015-01
2/28/2017,62088,11377,NY,New York,Queens,New York,65,466300,0.009307359,0.043410159,0.212428497,0.110744652,0.040900802,2017-02,2017-Q1,466300,0,2017-02
2/28/2017,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,66,384000,0.00655308,0.020462397,0.131741821,0.122683756,-0.0106738,2007-04,2007-Q2,431400,-0.109874826,2006-03
2/28/2017,72578,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,67,263500,-0.001515726,0.001139818,0.061643836,0.128610185,-0.01380573,2006-03,2006-Q1,327500,-0.195419847,2005-03
2/28/2017,62044,11234,NY,New York,Kings,New York,68,539300,0.010492786,0.04232702,0.096361049,0.054508241,0.008100276,2017-02,2017-Q1,539300,0,2017-02
2/28/2017,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,69,436200,0.002989193,0.011126565,0.06676449,0.093102204,-0.009708416,2006-11,2006-Q4,482700,-0.096333126,2005-10
2/28/2017,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,70,412100,0.006349206,0.022326966,0.083618196,0.110965902,-0.010201775,2006-09,2006-Q3,458800,-0.101787271,2005-10
2/28/2017,62018,11207,NY,New York,Kings,New York,71,366200,0.006597031,0.018070614,0.048082427,0.050166425,-0.000327101,2007-12,2007-Q4,372000,-0.015591398,2007-05
2/28/2017,90665,75067,TX,Dallas-Fort Worth,Denton,Lewisville,72,216600,0.00744186,0.023145961,0.134625458,0.085375248,0.040019333,2017-02,2017-Q1,216600,0,2017-02
2/28/2017,84619,60617,IL,Chicago,Cook,Chicago,73,119000,0.00676819,0.024978467,0.101851852,0.020914678,-0.031151039,2007-03,2007-Q1,163800,-0.273504274,2003-12
2/28/2017,76953,44035,OH,Cleveland,Lorain,Elyria,74,92300,0.004352557,0.012061404,0.054857143,0.026209828,-0.019683458,2006-09,2006-Q3,114600,-0.194589878,2000-02
2/28/2017,67730,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,75,195300,-0.000511771,0,0.019311065,0.019411962,-0.006375819,2007-09,2007-Q3,213900,-0.086956522,2005-12
2/28/2017,65810,19143,PA,Philadelphia,Philadelphia,Philadelphia,76,68600,0.014792899,0.031578947,0.090620032,0.034139733,0.004634948,2009-03,2009-Q1,74000,-0.072972973,2007-09
2/28/2017,79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,77,190600,0.013290803,0.040961223,0.078054299,0.100460858,0.002878201,2005-07,2005-Q3,201400,-0.053624628,2003-09
2/28/2017,92617,78704,TX,Austin,Travis,Austin,78,494500,0.009595753,0.014567091,0.019377448,0.098462821,0.060626307,2016-08,2016-Q3,495000,-0.001010101,2016-08
2/28/2017,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,79,602900,0.006678911,0.0316564,0.06444209,0.085898404,-0.00383238,2006-06,2006-Q2,641800,-0.060610782,2005-11
2/28/2017,61148,8701,NJ,New York,Ocean,Lakewood Township,80,305000,0.001642036,-0.006514658,0.042022549,0.059270152,0.001221278,2006-03,2006-Q1,319300,-0.044785468,2005-07
2/28/2017,95048,85710,AZ,Tucson,Pima,Tucson,81,160800,0.005628518,0.021601017,0.082099596,0.060989224,-0.020496537,2006-05,2006-Q2,204600,-0.214076246,2005-03
2/28/2017,87074,66062,KS,Kansas City,Johnson,Olathe,82,228300,0.003516484,0.015569395,0.056944444,0.041722172,0.016413485,2017-02,2017-Q1,228300,0,2017-02
2/28/2017,92654,78745,TX,Austin,Travis,Austin,83,268300,0.005622189,0.029547199,0.100041,0.112418039,0.059729622,2017-02,2017-Q1,268300,0,2017-02
2/28/2017,98325,95630,CA,Sacramento,Sacramento,Folsom,84,490800,0.000815661,0.013003096,0.0507386,0.084803515,0.003679747,2006-01,2006-Q1,528900,-0.072036302,2005-05
2/28/2017,96545,91910,CA,San Diego,San Diego,Chula Vista,85,472200,0.000423729,0.009837468,0.047238856,0.092789896,-0.010279344,2006-05,2006-Q2,546300,-0.135639758,2004-08
2/28/2017,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,86,821300,-0.000608421,-0.001094624,0.071493803,0.110776655,0.0248401,2016-12,2016-Q4,823100,-0.002186855,2016-11
2/28/2017,61790,10314,NY,New York,Richmond,New York,87,462100,0.009833916,0.027802491,0.091402929,0.050853196,0.009238569,2017-02,2017-Q1,462100,0,2017-02
2/28/2017,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,88,251600,0.007205765,0.035817209,0.098689956,0.035039529,-0.002586046,2007-09,2007-Q3,262100,-0.040061045,2006-11
2/28/2017,97764,94558,CA,Napa,Napa,Napa,89,611600,0.00708052,0.026691288,0.089031339,0.117015043,0.001966826,2006-02,2006-Q1,621700,-0.016245778,2005-08
2/28/2017,62026,11215,NY,New York,Kings,New York,90,1067800,0.01472964,0.057541844,0.093721192,0.107870852,0.066556047,2017-02,2017-Q1,1067800,0,2017-02
2/28/2017,99534,98052,WA,Seattle,King,Redmond,91,708300,0.005251206,0.027564196,0.169004786,0.119948978,0.032403421,2017-02,2017-Q1,708300,0,2017-02
2/28/2017,70810,30024,GA,Atlanta,Gwinnett,Suwanee,92,322800,0.004355943,0.016372796,0.077077077,0.085583845,0.012567789,2017-02,2017-Q1,322800,0,2017-02
2/28/2017,71864,32210,FL,Jacksonville,Duval,Jacksonville,93,115300,0.013181019,0.043438914,0.168186424,0.099362636,-0.022591544,2007-05,2007-Q2,145300,-0.206469374,2005-05
2/28/2017,60081,6010,CT,Hartford,Hartford,Bristol,94,173900,-0.001148765,-0.006853227,0.013994169,-0.00194376,-0.0223928,2007-04,2007-Q2,219200,-0.206660584,2004-05
2/28/2017,62032,11221,NY,New York,Kings,New York,95,999300,0.009903992,0.045949341,0.12508444,0.211749613,0.08107196,2017-02,2017-Q1,999300,0,2017-02
2/28/2017,72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,96,201000,-0.001986097,-0.004457652,0.098360656,0.145974677,,2016-12,2016-Q4,202200,-0.005934718,2016-11
2/28/2017,84612,60610,IL,Chicago,Cook,Chicago,97,253700,0.007145693,0.023396531,0.022571544,0.046527948,-0.006281186,2008-02,2008-Q1,283100,-0.10385023,2005-04
2/28/2017,71005,30281,GA,Atlanta,Henry,Stockbridge,98,142500,0.00493653,0.013513514,0.076283988,0.092644173,-0.00964358,2006-12,2006-Q4,157800,-0.096958175,2003-11
2/28/2017,95804,89108,NV,Las Vegas,Clark,Las Vegas,99,164600,0.005497862,0.018564356,0.106182796,0.183468544,-0.03883635,2006-06,2006-Q2,249300,-0.339751304,2004-06
2/28/2017,92336,78240,TX,San Antonio,Bexar,San Antonio,100,161600,-0.000618429,-0.004313001,0.05620915,0.048050237,0.015838732,2016-11,2016-Q4,162300,-0.004313001,2016-10
2/28/2017,94820,85225,AZ,Phoenix,Maricopa,Chandler,101,230500,0.004357298,0.01586602,0.070599164,0.129830567,-0.006203785,2006-03,2006-Q1,257600,-0.105201863,2005-09
2/28/2017,91926,77433,TX,Houston,Harris,Cypress,102,205600,-0.016738403,-0.04549675,-0.100218818,0.039739517,0.017472808,2016-03,2016-Q1,228500,-0.100218818,2014-07
2/28/2017,58669,2169,MA,Boston,Norfolk,Quincy,103,386100,0.002076304,0.017391304,0.10031348,0.070220884,0.015639762,2017-02,2017-Q1,386100,0,2017-02
2/28/2017,72347,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,104,197300,0.006119327,0.006632653,0.073449402,0.108091026,-0.023979567,2006-01,2006-Q1,272800,-0.276759531,2005-01
2/28/2017,64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,105,144900,0.004158004,0.012578616,0.073333333,0.026076619,0.0167692,2017-02,2017-Q1,144900,0,2017-02
2/28/2017,97431,93722,CA,Fresno,Fresno,Fresno,106,222300,0.00724966,0.022539098,0.090240314,0.105551252,-0.023125502,2006-05,2006-Q2,307600,-0.277308192,2004-08
2/28/2017,79040,48180,MI,Detroit,Wayne,Taylor,107,87300,0.003448276,0.024647887,0.148684211,0.101247906,-0.029848238,2005-08,2005-Q3,123200,-0.291396104,1999-05
2/28/2017,92341,78245,TX,San Antonio,Bexar,San Antonio,108,140400,0.001426534,0.007896626,0.041543027,0.042539338,0.017533017,2017-02,2017-Q1,140400,0,2017-02
2/28/2017,65133,17603,PA,Lancaster,Lancaster,Lancaster,109,144200,0.002781641,0.011220196,0.04341534,0.017682927,0.002745586,2017-02,2017-Q1,144200,0,2017-02
2/28/2017,98304,95608,CA,Sacramento,Sacramento,Carmichael,110,359500,0.000278242,0.007284954,0.049328663,0.091828866,-0.010296136,2005-12,2005-Q4,445000,-0.192134831,2004-07
2/28/2017,94890,85308,AZ,Phoenix,Maricopa,Glendale,111,263600,0.000379507,0.006491027,0.056089744,0.106393604,-0.011625857,2006-01,2006-Q1,317000,-0.168454259,2005-06
2/28/2017,97740,94533,CA,Vallejo,Solano,Fairfield,112,329900,0.005486132,0.023580515,0.143104643,0.159365444,-0.016166758,2006-04,2006-Q2,425900,-0.225405025,2004-09
2/28/2017,84613,60611,IL,Chicago,Cook,Chicago,113,315100,0.017107811,0.061300101,0.033792651,0.033296417,0.001989221,2009-04,2009-Q2,345900,-0.089043076,2008-01
2/28/2017,76491,43055,OH,Columbus,Licking,Newark,114,106600,-0.005597015,-0.022018349,-0.204477612,0.028337076,0.012443112,2015-08,2015-Q3,150900,-0.293571902,2013-10
2/28/2017,63776,14850,NY,Ithaca,Tompkins,Ithaca,115,242100,-0.007380074,-0.022213247,0.037275064,0.044220069,0.027375683,2016-11,2016-Q4,247600,-0.022213247,2016-07
2/28/2017,95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,116,204900,0.007374631,0.033282905,0.102798708,0.030056582,-0.008739964,2007-08,2007-Q3,226000,-0.093362832,2006-06
2/28/2017,72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,117,232000,0.005199307,0.014429383,0.120231772,0.13754383,-0.016859631,2006-06,2006-Q2,280000,-0.171428571,2005-06
2/28/2017,93203,80013,CO,Denver,Arapahoe,Aurora,118,298800,0.002348205,0.011852354,0.102176319,0.129272125,0.042483997,2017-02,2017-Q1,298800,0,2017-02
2/28/2017,66705,20906,MD,Washington,Montgomery,Silver Spring,119,328200,0.004591368,0.018938218,0.043229498,0.054259704,-0.018081914,2007-03,2007-Q1,394200,-0.167427702,2005-02
2/28/2017,74156,37075,TN,Nashville,Sumner,Hendersonville,120,253900,0.003557312,0.015193922,0.089699571,0.063873446,0.025386455,2017-02,2017-Q1,253900,0,2017-02
2/28/2017,62022,11211,NY,New York,Kings,New York,121,1081400,-0.00064689,-0.011698044,0.057500489,0.139127296,,2016-09,2016-Q3,1109000,-0.024887286,2016-08
2/28/2017,96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,122,1210800,0.002649884,0.013900519,0.056544503,0.134726704,0.040009294,2017-02,2017-Q1,1210800,0,2017-02
2/28/2017,62085,11373,NY,New York,Queens,New York,123,419200,0.008662175,0.039940461,0.196005706,0.095813899,,2017-02,2017-Q1,419200,0,2017-02
2/28/2017,62093,11385,NY,New York,Queens,New York,124,611400,0.009577279,0.032421479,0.163242009,0.084259046,0.018020377,2017-02,2017-Q1,611400,0,2017-02
2/28/2017,94870,85281,AZ,Phoenix,Maricopa,Tempe,125,214200,0.004219409,0.018544936,0.061446977,0.125883755,-0.010522309,2006-08,2006-Q3,240400,-0.108985025,2005-10
2/28/2017,76971,44060,OH,Cleveland,Lake,Mentor,126,163500,0.003683241,0.013639182,0.048749198,0.033149339,-0.003656273,2006-06,2006-Q2,173200,-0.056004619,2003-11
2/28/2017,76511,43081,OH,Columbus,Franklin,Westerville,127,194200,0.005175983,0.025343189,0.095936795,0.048845596,0.013696512,2017-02,2017-Q1,194200,0,2017-02
2/28/2017,69672,28027,NC,Charlotte,Cabarrus,Concord,128,195100,0.000512821,0.003600823,0.056307526,0.048585215,0.017021201,2017-02,2017-Q1,195100,0,2017-02
2/28/2017,94940,85364,AZ,Yuma,Yuma,Yuma,129,123000,-0.012048193,-0.025356577,0.114130435,0.061651688,-0.033087452,2006-09,2006-Q3,174400,-0.294724771,2005-04
2/28/2017,61169,8753,NJ,New York,Ocean,Toms River,130,262800,0.005355777,0.018999612,0.044515103,0.025421422,-0.018421212,2006-05,2006-Q2,327100,-0.196575971,2004-07
2/28/2017,96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,131,791600,0.001138232,0.007381013,0.04931071,0.075662454,-0.002884479,2006-03,2006-Q1,853600,-0.072633552,2005-07
2/28/2017,96467,91709,CA,Riverside,San Bernardino,Chino Hills,132,625800,0.004333173,0.016899578,0.082511676,0.07843917,0.004992158,2006-04,2006-Q2,641100,-0.023865232,2006-01
2/28/2017,87019,65807,MO,Springfield,Greene,Springfield,133,113400,-0.003514938,-0.025773196,0.00265252,0.014354657,-0.003205539,2007-05,2007-Q2,118500,-0.043037975,2006-08
2/28/2017,84622,60620,IL,Chicago,Cook,Chicago,134,137400,0.007331378,0.014771049,0.041698256,0.029345039,-0.016698687,2007-12,2007-Q4,167200,-0.178229665,2005-01
2/28/2017,90637,75034,TX,Dallas-Fort Worth,Collin,Frisco,135,427200,0.010884998,0.028653985,0.081245254,0.079440074,0.037125637,2017-02,2017-Q1,427200,0,2017-02
2/28/2017,84635,60634,IL,Chicago,Cook,Chicago,136,253300,0.001581653,0.014417301,0.054537885,0.064285769,-0.030368327,2007-02,2007-Q1,344800,-0.26537123,2003-05
2/28/2017,98432,95823,CA,Sacramento,Sacramento,Sacramento,137,247300,0,0.008975928,0.093280283,0.165076191,-0.019849049,2005-12,2005-Q4,324300,-0.237434474,2004-08
2/28/2017,97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,138,536800,0.004867091,0.011494253,0.071884984,0.098495067,-0.010340537,2006-09,2006-Q3,600900,-0.106673323,2005-07
2/28/2017,69340,27410,NC,,Guilford,Greensboro,139,201100,0.004997501,0.019776876,0.044132918,0.029846435,0.008543228,2017-02,2017-Q1,201100,0,2017-02
2/28/2017,60499,6902,CT,Stamford,Fairfield,Stamford,140,361500,0.002773925,-0.000552944,-0.009046053,0.027920553,-0.024358495,2006-12,2006-Q4,463900,-0.220737228,2004-03
2/28/2017,76534,43123,OH,Columbus,Franklin,Grove City,141,160900,0.006253909,0.027458493,0.088633288,0.055704314,0.009626793,2017-02,2017-Q1,160900,0,2017-02
2/28/2017,66135,20011,DC,Washington,District of Columbia,Washington,142,558000,0.013439884,0.034674578,0.081814657,0.121865804,0.035940503,2017-02,2017-Q1,558000,0,2017-02
2/28/2017,84285,60016,IL,Chicago,Cook,Des Plaines,143,208400,0.013618677,0.03836572,0.06926629,0.06883194,-0.026031767,2006-05,2006-Q2,274000,-0.239416058,2002-10
2/28/2017,96651,92109,CA,San Diego,San Diego,San Diego,144,745600,0.001881215,0.001477502,0.043380912,0.069438311,0.005829062,2016-08,2016-Q3,747300,-0.002274856,2016-07
2/28/2017,77400,45011,OH,Cincinnati,Butler,Hamilton,145,177300,0.00396376,0.012564249,0.058507463,0.036786668,0.005044096,2017-02,2017-Q1,177300,0,2017-02
2/28/2017,84629,60628,IL,Chicago,Cook,Chicago,146,108800,0.010213556,0.009276438,0.098989899,0.018441128,-0.026963155,2008-03,2008-Q1,144700,-0.248099516,2003-11
2/28/2017,96000,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,147,975000,0.003189629,-0.000922226,0.065457327,0.09044195,,2016-11,2016-Q4,975900,-0.000922226,2016-10
